28395.0, 610.291, 208.178117, 173.888747, 1.197191, 0.549812, 28715.0, 190.141097, 0.763923, 0.988856, 0.958027, 0.913358, 0.007332, 0.003147, 0.834222, 0.998723, 0.0
28734.0, 638.018, 200.524796, 182.734419, 1.097356, 0.411785, 29172.0, 191.27275, 0.783968, 0.984986, 0.887034, 0.953861, 0.006979, 0.003564, 0.909851, 0.99843, 0.0
29380.0, 624.11, 212.82613, 175.931143, 1.209713, 0.562727, 29690.0, 193.410904, 0.778113, 0.989559, 0.947849, 0.908774, 0.007244, 0.003048, 0.825871, 0.999066, 0.0
30008.0, 645.884, 210.557999, 182.516516, 1.153638, 0.498616, 30724.0, 195.467062, 0.782681, 0.976696, 0.903936, 0.928329, 0.007017, 0.003215, 0.861794, 0.994199, 0.0
30140.0, 620.134, 201.847882, 190.279279, 1.060798, 0.33368, 30417.0, 195.896503, 0.773098, 0.990893, 0.984877, 0.970516, 0.006697, 0.003665, 0.9419, 1.049126, 0.0
30279.0, 634.927, 212.560556, 181.510182, 1.171067, 0.520401, 30600.0, 196.347702, 0.775688, 0.98951, 0.943852, 0.923726, 0.00702, 0.003153, 0.85327, 1.049198, 0.0
30477.0, 670.033, 211.050155, 184.03905, 1.146768, 0.489478, 30970.0, 196.988633, 0.762402, 0.984081, 0.85308, 0.933374, 0.006925, 0.003242, 0.871186, 1.04904, 0.0
30519.0, 629.727, 212.996755, 182.737204, 1.165591, 0.51376, 30847.0, 197.12432, 0.770682, 0.989367, 0.967109, 0.92548, 0.006979, 0.003158, 0.856514, 1.048253, 0.0
30685.0, 635.681, 213.534145, 183.157146, 1.165852, 0.514081, 31044.0, 197.659696, 0.771561, 0.988436, 0.95424, 0.925658, 0.006959, 0.003152, 0.856844, 0.948992, 0.0
30834.0, 631.934, 217.227813, 180.897469, 1.200834, 0.553642, 31120.0, 198.139012, 0.783683, 0.99081, 0.970278, 0.912125, 0.007045, 0.003008, 0.831973, 0.949098, 0.0
30917.0, 640.765, 213.560089, 184.439871, 1.157885, 0.504102, 31280.0, 198.405512, 0.770805, 0.988395, 0.946258, 0.929038, 0.006908, 0.003174, 0.863112, 0.949393, 0.0
31091.0, 638.558, 210.486255, 188.326848, 1.117665, 0.446622, 31458.0, 198.963038, 0.786377, 0.988334, 0.958173, 0.945254, 0.00677, 0.003334, 0.893506, 0.948731, 0.0
31107.0, 640.594, 214.648549, 184.969253, 1.160455, 0.507366, 31423.0, 199.014227, 0.761046, 0.989944, 0.952582, 0.927163, 0.0069, 0.003145, 0.859632, 0.997564, 0.0
31158.0, 642.626, 216.484836, 183.644312, 1.178827, 0.529514, 31492.0, 199.177302, 0.798759, 0.989394, 0.948119, 0.920052, 0.006948, 0.003071, 0.846496, 0.997872, 0.0
31158.0, 641.105, 212.066975, 187.19296, 1.132879, 0.469924, 31474.0, 199.177302, 0.781313, 0.98996, 0.952623, 0.939219, 0.006806, 0.003267, 0.882132, 0.999349, 0.0
31178.0, 636.888, 212.975925, 186.562088, 1.141582, 0.482352, 31520.0, 199.241217, 0.76411, 0.98915, 0.9659, 0.935511, 0.006831, 0.003227, 0.87518, 0.99909, 0.0
29, 3, 92, 1, 31, 23, 56, 50, 47, 14, 77, 15, 84, 62, 39, 98, 1
31203.0, 639.782, 215.067737, 184.874876, 1.163315, 0.510947, 31558.0, 199.321081, 0.762984, 0.988751, 0.957949, 0.926783, 0.006893, 0.003137, 0.858926, 0.999202, 0.0
31272.0, 638.666, 212.450319, 187.535939, 1.132851, 0.469883, 31593.0, 199.541342, 0.770322, 0.98984, 0.963425, 0.939238, 0.006794, 0.003261, 0.882167, 0.999365, 0.0
31335.0, 635.011, 216.790092, 184.16344, 1.177161, 0.527587, 31599.0, 199.742237, 0.774277, 0.991645, 0.976511, 0.921362, 0.006918, 0.003075, 0.848909, 0.999302, 0.0
31374.0, 636.401, 219.865394, 182.008864, 1.207993, 0.560995, 31604.0, 199.866499, 0.769197, 0.992722, 0.97346, 0.90904, 0.007008, 0.002952, 0.826354, 1.047959, 0.0
31530.0, 638.857, 213.785654, 188.066482, 1.136756, 0.475536, 31791.0, 200.362778, 0.768949, 0.99179, 0.970793, 0.937213, 0.00678, 0.003227, 0.878369, 1.04829, 0.0
31573.0, 674.103, 217.307026, 185.448251, 1.171793, 0.521268, 32197.0, 200.499357, 0.756965, 0.980619, 0.873119, 0.922655, 0.006883, 0.003077, 0.851292, 1.04731, 0.0
31637.0, 656.711, 229.719255, 175.510446, 1.308864, 0.645191, 32045.0, 200.702465, 0.761823, 0.987268, 0.921842, 0.873686, 0.007261, 0.00261, 0.763327, 1.048898, 0.0
31675.0, 657.431, 236.752632, 171.210559, 1.382816, 0.690678, 32009.0, 200.822963, 0.740936, 0.989565, 0.920929, 0.84824, 0.007474, 0.002387, 0.71951, 0.945221, 0.0
31682.0, 646.721, 210.045682, 192.248416, 1.092574, 0.402842, 32026.0, 200.845152, 0.773184, 0.989259, 0.951894, 0.956197, 0.00663, 0.003419, 0.914314, 0.949157, 0.0
31703.0, 656.305, 215.708907, 187.27245, 1.151845, 0.496263, 32093.0, 200.911705, 0.777111, 0.987848, 0.924909, 0.931402, 0.006804, 0.003159, 0.86751, 0.949466, 0.0
31748.0, 641.826, 219.776518, 184.115105, 1.193691, 0.546073, 32020.0, 201.054244, 0.77559, 0.991505, 0.968482, 0.914812, 0.006923, 0.002991, 0.836881, 0.94917, 0.0
31768.0, 650.954, 220.959495, 183.292068, 1.205505, 0.558465, 32173.0, 201.117562, 0.777674, 0.987412, 0.942105, 0.910201, 0.006955, 0.002945, 0.828466, 0.99872, 0.0
31811.0, 642.092, 223.984683, 180.917123, 1.238051, 0.589565, 32052.0, 201.253629, 0.773877, 0.992481, 0.9696, 0.898515, 0.007041, 0.002831, 0.807329, 0.999515, 0.0
31821.0, 649.681, 213.735645, 189.969202, 1.125107, 0.458287, 32168.0, 201.285259, 0.772354, 0.989213, 0.947378, 0.941749, 0.006717, 0.003259, 0.886891, 0.997847, 0.0
29, 84, 28, 21, 80, 66, 84, 59, 87, 58, 52, 26, 94, 69, 80, 70, 69
31915.0, 640.718, 216.320362, 188.065307, 1.150241, 0.494138, 32184.0, 201.582341, 0.777656, 0.991642, 0.976947, 0.931869, 0.006778, 0.003153, 0.868381, 0.998847, 0.0
31972.0, 639.974, 213.687481, 190.644947, 1.120866, 0.451705, 32246.0, 201.762273, 0.772271, 0.991503, 0.980968, 0.944193, 0.006684, 0.003277, 0.891501, 0.999254, 0.0
31992.0, 640.338, 212.887364, 191.487254, 1.111757, 0.436968, 32258.0, 201.825369, 0.774212, 0.991754, 0.980466, 0.948038, 0.006654, 0.003316, 0.898777, 0.999222, 0.0
35, 42, 12, 79, 44, 79, 85, 22, 65, 22, 5, 92, 66, 43, 49, 14, 28
32015.0, 653.676, 212.929989, 191.810135, 1.110108, 0.434207, 32375.0, 201.897905, 0.761881, 0.98888, 0.941539, 0.948189, 0.006651, 0.003316, 0.899063, 1.048055, 0.0
32026.0, 654.237, 230.979067, 176.931808, 1.305469, 0.642831, 32349.0, 201.932587, 0.779449, 0.990015, 0.940248, 0.874246, 0.007212, 0.002599, 0.764307, 1.047769, 0.0
